country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Chile,CHL,1/13/21,11733,10704,1029,1030,147,0.06,0.06,0.01,8,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/14/21,18647,12822,5825,6914,1135,0.1,0.07,0.03,59,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/15/21,22076,13779,8297,3429,1625,0.12,0.07,0.04,85,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/16/21,22166,13802,8364,90,1638,0.12,0.07,0.04,86,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/17/21,22166,13802,8364,0,1638,0.12,0.07,0.04,86,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/18/21,33210,24846,8364,11044,3215,0.17,0.13,0.04,168,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/19/21,52519,44153,8366,19309,5974,0.27,0.23,0.04,313,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/20/21,61770,53404,8366,9251,7148,0.32,0.28,0.04,374,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/21/21,64826,56460,8366,3056,6597,0.34,0.3,0.04,345,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/22/21,65237,56871,8366,411,6166,0.34,0.3,0.04,323,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/23/21,65237,56871,8366,0,6153,0.34,0.3,0.04,322,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/24/21,65237,56871,8366,0,6153,0.34,0.3,0.04,322,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/25/21,66654,56889,9765,1417,4778,0.35,0.3,0.05,250,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/26/21,67269,56910,10359,615,2107,0.35,0.3,0.05,110,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/27/21,67304,56911,10393,35,791,0.35,0.3,0.05,41,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/28/21,67304,56911,10393,0,354,0.35,0.3,0.05,19,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/29/21,67309,56911,10398,5,296,0.35,0.3,0.05,15,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/30/21,67309,56911,10398,0,296,0.35,0.3,0.05,15,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/31/21,67309,56911,10398,0,296,0.35,0.3,0.05,15,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/1/21,67309,56911,10398,0,94,0.35,0.3,0.05,5,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/2/21,80433,70029,10404,13124,1881,0.42,0.37,0.05,98,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/3/21,250409,240005,10404,169976,26158,1.31,1.26,0.05,1368,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/4/21,425940,413429,12511,175531,51234,2.23,2.16,0.07,2680,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/5/21,594758,581577,13181,168818,75350,3.11,3.04,0.07,3942,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/6/21,622561,609375,13186,27803,79322,3.26,3.19,0.07,4149,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/7/21,631152,617966,13186,8591,80549,3.3,3.23,0.07,4214,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/8/21,863148,838315,24833,231996,113691,4.52,4.39,0.13,5947,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/9/21,1123452,1079332,44120,260304,149003,5.88,5.65,0.23,7795,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/10/21,1402653,1350270,52383,279201,164606,7.34,7.06,0.27,8611,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/11/21,1654760,1599766,54994,252107,175546,8.66,8.37,0.29,9183,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/12/21,1883424,1828226,55198,228664,184095,9.85,9.56,0.29,9630,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/13/21,1913023,1857791,55232,29599,184352,10.01,9.72,0.29,9644,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/14/21,1917462,1862230,55232,4439,183759,10.03,9.74,0.29,9613,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/15/21,2181675,2126443,55232,264213,188361,11.41,11.12,0.29,9853,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/16/21,2400364,2345122,55242,218689,182416,12.56,12.27,0.29,9542,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/17/21,2587023,2531781,55242,186659,169196,13.53,13.24,0.29,8851,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/18/21,2740372,2685130,55242,153349,155087,14.34,14.05,0.29,8113,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/19/21,2880853,2825611,55242,140481,142490,15.07,14.78,0.29,7454,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/20/21,2890084,2834842,55242,9231,139580,15.12,14.83,0.29,7302,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/21/21,2891107,2835865,55242,1023,139092,15.12,14.83,0.29,7276,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
China,CHN,12/15/20,1500000,,,,,0.1,,,,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,12/16/20,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,12/17/20,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,12/18/20,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,12/19/20,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,12/20/20,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,12/21/20,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,12/22/20,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,12/23/20,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,12/24/20,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,12/25/20,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,12/26/20,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,12/27/20,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,12/28/20,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,12/29/20,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,12/30/20,,,,,187500,,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,12/31/20,4500000,,,,187500,0.31,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/1/21,,,,,232143,,,,161,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/2/21,,,,,276786,,,,192,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/3/21,,,,,321429,,,,223,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/4/21,,,,,366071,,,,254,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/5/21,,,,,410714,,,,285,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/6/21,,,,,455357,,,,316,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/7/21,,,,,500000,,,,347,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/8/21,,,,,500000,,,,347,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/9/21,9000000,,,,500000,0.63,,,347,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/10/21,,,,,464286,,,,323,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/11/21,,,,,428571,,,,298,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/12/21,,,,,392857,,,,273,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/13/21,10000000,,,,357143,0.69,,,248,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/14/21,,,,,387755,,,,269,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/15/21,,,,,418367,,,,291,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/16/21,,,,,448980,,,,312,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/17/21,,,,,515306,,,,358,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/18/21,,,,,581633,,,,404,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/19/21,,,,,647959,,,,450,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/20/21,15000000,,,,714286,1.04,,,496,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/21/21,,,,,770755,,,,535,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/22/21,,,,,827224,,,,575,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/23/21,,,,,883694,,,,614,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/24/21,,,,,940163,,,,653,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/25/21,,,,,996633,,,,692,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/26/21,,,,,1053102,,,,732,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/27/21,22767000,,,,1109571,1.58,,,771,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/28/21,,,,,995097,,,,691,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/29/21,,,,,880622,,,,612,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/30/21,,,,,766148,,,,532,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,1/31/21,24000000,,,,651673,1.67,,,453,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,2/1/21,,,,,836020,,,,581,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,2/2/21,,,,,1020367,,,,709,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,2/3/21,31200000,,,,1204714,2.17,,,837,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,2/4/21,,,,,1382583,,,,961,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,2/5/21,,,,,1560452,,,,1084,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,2/6/21,,,,,1738321,,,,1208,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,2/7/21,,,,,1916190,,,,1331,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,2/8/21,,,,,1795238,,,,1247,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
China,CHN,2/9/21,40520000,,,,1674286,2.82,,,1163,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://www.reuters.com/article/health-coronavirus-china-vaccine-idUSB9N2J803T
Colombia,COL,2/16/21,0,0,,,,0,0,,,Pfizer/BioNTech,Ministry of Health,https://twitter.com/minsaludcol/status/1363626983503130630?s=21
Colombia,COL,2/17/21,18,18,,18,18,0,0,,0,Pfizer/BioNTech,Ministry of Health,https://twitter.com/minsaludcol/status/1363626983503130630?s=21
Colombia,COL,2/18/21,7854,7854,,7836,3927,0.02,0.02,,77,Pfizer/BioNTech,Ministry of Health,https://twitter.com/minsaludcol/status/1363626983503130630?s=21
Colombia,COL,2/19/21,21307,21307,,13453,7102,0.04,0.04,,140,Pfizer/BioNTech,Ministry of Health,https://twitter.com/minsaludcol/status/1363626983503130630?s=21
Colombia,COL,2/20/21,33140,33140,,11833,8285,0.07,0.07,,163,Pfizer/BioNTech,Ministry of Health,https://twitter.com/minsaludcol/status/1363626983503130630?s=21
Colombia,COL,2/21/21,39827,39827,,6687,7965,0.08,0.08,,157,Pfizer/BioNTech,Ministry of Health,https://twitter.com/minsaludcol/status/1363626983503130630?s=21
Costa Rica,CRI,12/24/20,55,,,,,0,,,,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/servicios_noticia?42-mil-costarricenses-completaron-esquema-de-vacunacion-contra-covid&fbclid=IwAR0Dk1K7u-UwcfZ1oubVY3Y3PczK2JorY6ETERZMVXZreXYqnwrI5QYZ6kE
Costa Rica,CRI,12/25/20,,,,,240,,,,47,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/servicios_noticia?42-mil-costarricenses-completaron-esquema-de-vacunacion-contra-covid&fbclid=IwAR0Dk1K7u-UwcfZ1oubVY3Y3PczK2JorY6ETERZMVXZreXYqnwrI5QYZ6kE
Costa Rica,CRI,12/26/20,,,,,240,,,,47,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/servicios_noticia?42-mil-costarricenses-completaron-esquema-de-vacunacion-contra-covid&fbclid=IwAR0Dk1K7u-UwcfZ1oubVY3Y3PczK2JorY6ETERZMVXZreXYqnwrI5QYZ6kE
Costa Rica,CRI,12/27/20,,,,,240,,,,47,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/servicios_noticia?42-mil-costarricenses-completaron-esquema-de-vacunacion-contra-covid&fbclid=IwAR0Dk1K7u-UwcfZ1oubVY3Y3PczK2JorY6ETERZMVXZreXYqnwrI5QYZ6kE
Costa Rica,CRI,12/28/20,,,,,240,,,,47,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/servicios_noticia?42-mil-costarricenses-completaron-esquema-de-vacunacion-contra-covid&fbclid=IwAR0Dk1K7u-UwcfZ1oubVY3Y3PczK2JorY6ETERZMVXZreXYqnwrI5QYZ6kE
Costa Rica,CRI,12/29/20,,,,,240,,,,47,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/servicios_noticia?42-mil-costarricenses-completaron-esquema-de-vacunacion-contra-covid&fbclid=IwAR0Dk1K7u-UwcfZ1oubVY3Y3PczK2JorY6ETERZMVXZreXYqnwrI5QYZ6kE
Costa Rica,CRI,12/30/20,,,,,240,,,,47,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/servicios_noticia?42-mil-costarricenses-completaron-esquema-de-vacunacion-contra-covid&fbclid=IwAR0Dk1K7u-UwcfZ1oubVY3Y3PczK2JorY6ETERZMVXZreXYqnwrI5QYZ6kE
Costa Rica,CRI,12/31/20,,,,,240,,,,47,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/servicios_noticia?42-mil-costarricenses-completaron-esquema-de-vacunacion-contra-covid&fbclid=IwAR0Dk1K7u-UwcfZ1oubVY3Y3PczK2JorY6ETERZMVXZreXYqnwrI5QYZ6kE
Costa Rica,CRI,1/1/21,,,,,240,,,,47,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/servicios_noticia?42-mil-costarricenses-completaron-esquema-de-vacunacion-contra-covid&fbclid=IwAR0Dk1K7u-UwcfZ1oubVY3Y3PczK2JorY6ETERZMVXZreXYqnwrI5QYZ6kE
Costa Rica,CRI,1/2/21,,,,,240,,,,47,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/servicios_noticia?42-mil-costarricenses-completaron-esquema-de-vacunacion-contra-covid&fbclid=IwAR0Dk1K7u-UwcfZ1oubVY3Y3PczK2JorY6ETERZMVXZreXYqnwrI5QYZ6kE
